Make,Model,yearVeh,occRole,dvcat,dead,injSeverity,ADAS/ADS Version,Reporting Entity,Operating Entity,City,State,Roadway Type,Lighting,Crash With,Property Damage?,caseid,weight,frontal,airbag,seatbelt,sex,ageOFocc,abcat,deploy,,,,,
Honda,Pilot,2021,driver,25-39,alive,1,,Honda (American Honda Motor Co.),Waymo LLC ,Weslaco,TX ,Intersection,Unknown,Unknown,Unknown,0.570150463,153.547,0,airbag,belted,m,39,nodeploy,0,,,,,
Audi,S8L,2023,driver,25-39,alive,1,,"Volkswagen Group of America, Inc.",Waymo LLC,Phoenix,AZ ,Highway / Freeway,Daylight,Passenger Car,No,45:04:01,15209.861,1,none,belted,f,23,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Anaheim,CA ,Intersection,Dark - Lighted,Passenger Car,Yes,13:37:01,72.176,0,none,belted,f,75,unavail,0,,,,,
Tesla,Model 3,2020,pass,Oct-24,alive,5,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Boca Raton,FL ,Unknown,Unknown,Unknown,Yes,45:175:2,3366.786,1,none,belted,f,55,unavail,0,,,,,
Tesla,Model 3,2022,driver,40-54,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Sunnyvale,CA ,Highway / Freeway,Daylight,Heavy Truck,Yes,74:72:2,8.244,1,airbag,belted,m,65,nodeploy,0,,,,,
Tesla,Model Y,2021,pass,40-54,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Minnetonka,MN ,Highway / Freeway,Daylight,Other Fixed Object,Yes,06:20:01,15.632,0,airbag,none,f,22,deploy,1,,,,,
Tesla,Model 3,2019,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Rothsay,MN ,Highway / Freeway,Unknown,Unknown,Yes,74:16:01,18.331,0,none,none,f,26,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Coxs Creek,KY ,Rural Road,Daylight,Passenger Car,Yes,42:130:1,3.366,0,airbag,belted,m,30,nodeploy,0,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Antonio,TX ,Highway / Freeway,Unknown,Unknown,Yes,73:38:01,31.601,0,none,belted,f,33,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Miami,FL ,Highway / Freeway,Dark - Lighted,SUV,Yes,02:08:01,712.065,1,none,none,f,18,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Montrose,CA ,Highway / Freeway,Dark - Lighted,SUV,Yes,0.292372685,263.267,0,airbag,belted,f,45,nodeploy,0,,,,,
Tesla,Model S,2019,pass,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Miami,FL ,Intersection,Daylight,Passenger Car,Yes,73:117:2,1721.343,1,none,belted,f,26,unavail,0,,,,,
Tesla,Model 3,2022,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Ayden,NC ,Intersection,Daylight,SUV,Yes,11:52:01,84.735,1,airbag,belted,f,20,nodeploy,0,,,,,
Tesla,Model 3,2021,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Pittsburgh,PA ,Intersection,Daylight,Passenger Car,Yes,48:57:01,220.528,0,none,belted,m,78,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Orlando,FL ,Highway / Freeway,Dark - Lighted,Pole / Tree,Yes,78:128:1,132.778,1,none,belted,f,38,unavail,0,,,,,
Tesla,Model S,2016,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Marlborough,MA ,Unknown,Unknown,Unknown,Yes,0.631967593,293.408,0,airbag,belted,f,21,nodeploy,0,,,,,
Tesla,Model X,2016,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Antonio,TX ,Unknown,Unknown,Unknown,Yes,43:186:2,908.198,0,airbag,belted,m,19,nodeploy,0,,,,,
Tesla,Model X,2018,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sacramento,CA ,Unknown,Unknown,Unknown,Yes,0.566678241,100.05,0,airbag,belted,f,53,nodeploy,0,,,,,
Honda,CRV,2018,driver,Oct-24,alive,0,,Honda (American Honda Motor Co.),,MIra Loma,CA ,Unknown,Unknown,Heavy Truck,Unknown,08:23:04,43.376,0,airbag,none,f,43,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Lake Worth,FL ,Highway / Freeway,Unknown,Unknown,Yes,04:46:01,23.627,1,none,belted,f,58,unavail,0,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Palm Bay,FL ,Unknown,Unknown,Unknown,Yes,76:109:1,265.79,0,airbag,belted,m,25,nodeploy,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Shelbyville,KY ,Highway / Freeway,Unknown,Unknown,Yes,48:37:02,194.176,1,none,belted,f,73,unavail,0,,,,,
Tesla,Model S,2016,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Tysons,VA ,Highway / Freeway,Dawn / Dusk,Pole / Tree,Yes,0.590289352,259.999,0,none,none,f,23,unavail,0,,,,,
Toyota,RAV4,2021,driver,Oct-24,alive,1,TSS 2.0,Toyota Motor Engineering & Manufacturing,,,UNK,Unknown,Unknown,Other Fixed Object,Unknown,48:91:1,288.576,0,airbag,belted,m,18,deploy,1,,,,,
Tesla,Model 3,2020,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Orlando,FL ,Unknown,Unknown,Unknown,Unknown,0.417372685,41.178,1,airbag,belted,m,39,deploy,1,,,,,
Tesla,Model 3,2022,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sunnyvale,CA ,Highway / Freeway,Unknown,Unknown,Unknown,43:31:02,1926.644,1,airbag,none,m,19,deploy,1,,,,,
Tesla,Model Y,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Minnetonka,MN ,Highway / Freeway,Unknown,Unknown,Yes,43:196:1,1706.45,1,airbag,belted,m,18,deploy,1,,,,,
Tesla,Model S,2017,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Oak Hill,TN ,Highway / Freeway,Unknown,Unknown,Yes,0.391689815,349.533,0,none,none,m,56,unavail,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Rothsay,MN ,Unknown,Unknown,Unknown,Yes,0.163229167,336.743,0,airbag,belted,f,44,nodeploy,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Coxs Creek,KY ,Unknown,Unknown,Unknown,Yes,0.302789352,196.026,1,none,belted,m,55,unavail,0,,,,,
Tesla,Model S,2015,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Antonio,TX ,Highway / Freeway,Unknown,Unknown,Yes,0.677094907,86.986,1,none,none,m,26,unavail,0,,,,,
Tesla,Model Y,2021,driver,40-54,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Miami,FL ,Highway / Freeway,Unknown,Unknown,Yes,0.268773148,60.363,0,none,none,f,30,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Anaheim,CA ,Unknown,Unknown,Unknown,Yes,0.606261574,422.508,1,airbag,none,m,24,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Montrose,CA ,Highway / Freeway,Unknown,Unknown,Yes,43:111:2,650.415,1,airbag,belted,f,31,nodeploy,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Napa,CA ,Highway / Freeway,Dawn / Dusk,SUV,Yes,04:43:01,12.902,1,airbag,belted,f,50,deploy,1,,,,,
Tesla,Model Y,2021,driver,25-39,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Conshohocken,PA ,Highway / Freeway,Dark - Not Lighted,Other Fixed Object,Yes,48:45:02,450.53,0,none,belted,m,22,unavail,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Washington Township,PA ,Highway / Freeway,Dark - Not Lighted,"Other, see Narrative",Yes,43:201:1,461.817,0,none,belted,f,18,unavail,0,,,,,
Tesla,Model Y,2020,driver,55+,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Marengo,OH ,Highway / Freeway,Dark - Not Lighted,Van,Yes,45:114:1,70.308,1,none,belted,m,88,unavail,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,New Castle,DE ,Unknown,Unknown,Unknown,Yes,43:109:1,40.863,0,none,belted,f,54,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,,UNK,Unknown,Unknown,Unknown,Yes,73:123:1,25.036,0,airbag,belted,f,63,nodeploy,0,,,,,
International,LT,2022,driver,55+,alive,3,Bendix Lane Keep Assist,"Navistar, Inc.",,Maxatawny Tounship,PA ,Street,Dark - Not Lighted,Other Fixed Object,Yes,43:253:2,47.503,0,airbag,belted,f,29,deploy,1,,,,,
Tesla,Model 3,2018,driver,40-54,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Livermore,CA ,Intersection,Daylight,Pickup Truck,Yes,47:07:01,1,1,airbag,belted,f,27,deploy,1,,,,,
Tesla,Model Y,2020,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Seattle,WA ,Highway / Freeway,Dawn / Dusk,Other Fixed Object,Yes,0.489594907,301.728,1,none,belted,m,47,unavail,0,,,,,
Tesla,Model X,2016,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Fort Lauderdale,FL ,Highway / Freeway,Unknown,First Responder Vehicle,Yes,48:90:1,139.36,1,airbag,none,m,53,deploy,1,,,,,
Tesla,Model S,2019,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Miami,FL ,Unknown,Unknown,Unknown,Yes,49:267:1,9.785,0,none,belted,m,19,unavail,0,,,,,
Tesla,Model 3,2022,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Ayden,NC ,Unknown,Unknown,Unknown,Yes,02:16:02,65.584,0,none,none,m,16,unavail,0,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Pittsburgh,PA ,Unknown,Unknown,Unknown,Yes,74:139:1,10.205,1,none,belted,m,28,unavail,0,,,,,
Honda,CRV,2020,driver,40-54,alive,3,,Honda (American Honda Motor Co.),,,PA ,Street,Unknown,Unknown,Unknown,0.512523148,542.469,1,none,belted,m,50,unavail,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Napa,CA ,Unknown,Unknown,Unknown,Unknown,0.658356481,300.428,1,airbag,belted,f,40,deploy,1,,,,,
International,LT,2022,driver,Oct-24,alive,3,Bendix Lane Keep Assist,"Navistar, Inc.",,Maxatawny Tounship,PA ,Street,Dark - Not Lighted,Pole / Tree,Yes,50:54:01,94.022,1,airbag,belted,m,49,deploy,1,,,,,
Tesla,Model S,2016,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Tysons,VA ,Unknown,Unknown,Unknown,Yes,03:15:02,134.384,1,none,none,m,73,unavail,0,,,,,
Toyota,RAV4,2021,driver,Oct-24,alive,1,TSS 2.0,Toyota Motor Engineering & Manufacturing,,,UNK,Unknown,Unknown,Other Fixed Object,Unknown,45:198:1,59.171,0,airbag,belted,f,35,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Conshohocken,PA ,Highway / Freeway,Unknown,Unknown,Yes,48:45:01,313.318,1,none,none,m,17,unavail,0,,,,,
Tesla,Model 3,2018,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,,UNK,Unknown,Unknown,Unknown,Yes,0.543078704,633.16,0,none,belted,f,22,unavail,0,,,,,
Honda,Civic,2020,driver,Oct-24,alive,3,,Honda (American Honda Motor Co.),,Bethlehem,PA ,Highway / Freeway,Unknown,Unknown,Unknown,09:11:02,128.575,0,none,belted,f,35,unavail,0,,,,,
Tesla,Model Y,2020,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Washington Township,PA ,Unknown,Unknown,Unknown,Yes,75:24:02,125.749,1,none,belted,m,43,unavail,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Marengo,OH ,Highway / Freeway,Unknown,Unknown,Yes,45:215:2,41.848,0,airbag,none,f,45,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,New Castle,DE ,Unknown,Unknown,Unknown,Yes,0.642384259,60.441,0,none,none,f,16,unavail,0,,,,,
Tesla,Model 3,2019,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Springettsbury Township,PA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,0.131261574,66.884,1,airbag,belted,m,35,deploy,1,,,,,
Tesla,Model Y,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Chandler,AZ ,Street,Daylight,Pickup Truck,Yes,0.72431713,0,0,airbag,belted,m,54,deploy,1,,,,,
Tesla,Model S,2017,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Las Vegas,NV ,Highway / Freeway,Unknown,Unknown,Yes,0.48681713,16.191,0,airbag,none,m,21,deploy,1,,,,,
Tesla,Model 3,2020,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Virginia Beach,VA ,Intersection,Dark - Lighted,Passenger Car,Yes,75:159:2,40.07,0,airbag,belted,f,17,deploy,1,,,,,
Tesla,Model Y,2021,pass,40-54,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Antonio,TX ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,75:35:03,53.975,1,airbag,belted,m,39,deploy,1,,,,,
Tesla,Model 3,2020,driver,40-54,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sugar Land,TX ,Street,Dark - Lighted,Passenger Car,Yes,0.557662037,31.155,1,airbag,belted,m,38,deploy,1,,,,,
Tesla,Model 3,2022,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Brentwood,TN ,Unknown,Unknown,Unknown,Yes,48:209:1,195.93,1,airbag,belted,m,41,nodeploy,0,,,,,
Tesla,Model X,2016,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Fort Lauderdale,FL ,Highway / Freeway,Unknown,First Responder Vehicle,Yes,49:33:02,12895.029,1,none,belted,m,20,unavail,0,,,,,
Tesla,Model Y,2020,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Seattle,WA ,Highway / Freeway,Unknown,Unknown,Yes,43:194:1,51.137,0,airbag,none,m,25,deploy,1,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Livermore,CA ,Unknown,Unknown,Unknown,Yes,0.600011574,168.838,0,none,belted,f,34,unavail,0,,,,,
Tesla,Model S,2019,driver,1-9km/h,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Los Angeles,CA ,Intersection,Unknown,Non-Motorist: Pedestrian,Unknown,45:100:1,530.133,1,airbag,none,m,24,nodeploy,0,,,,,
Honda,CR-V,2019,pass,Oct-24,alive,0,,Honda (American Honda Motor Co.),,,NY ,Street,Unknown,Unknown,No,0.250717593,20.668,1,airbag,belted,f,39,nodeploy,0,,,,,
Acura,TLX,2021,driver,Oct-24,alive,2,,Honda (American Honda Motor Co.),,,UNK,Unknown,Unknown,Unknown,No,74:75:1,15.918,1,none,belted,f,77,unavail,0,,,,,
Honda,Civic,2019,driver,Oct-24,alive,0,,Honda (American Honda Motor Co.),,,UNK,Unknown,Unknown,Other Fixed Object,Yes,0.544456019,21.415,1,airbag,none,m,24,deploy,1,,,,,
Tesla,Model S,2017,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Las Vegas,NV ,Highway / Freeway,Unknown,Unknown,Yes,0.552094907,807.611,0,none,belted,f,41,unavail,0,,,,,
Honda,CR-V,2021,driver,25-39,alive,3,,Honda (American Honda Motor Co.),,,UNK,Unknown,Unknown,Unknown,Unknown,75:143:2,48.515,0,airbag,none,f,26,deploy,1,,,,,
Honda,Accord,2017,driver,55+,alive,3,,Honda (American Honda Motor Co.),,Baltimore,MD ,Unknown,Unknown,Unknown,No,76:09:01,222.771,0,none,belted,m,84,unavail,0,,,,,
Honda,HR-V,2019,pass,Oct-24,alive,1,,Honda (American Honda Motor Co.),,East Rutherford,NJ ,Unknown,Unknown,Bus,Unknown,09:11:01,128.575,1,airbag,belted,m,59,deploy,1,,,,,
Tesla,Model S,2016,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Janesville,WI ,Highway / Freeway,Unknown,Unknown,Yes,76:46:01,109.995,1,airbag,none,m,64,deploy,1,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Hickory Hills,IL ,Street,Unknown,Unknown,Yes,78:04:01,55.98,1,airbag,belted,f,62,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sayreville,NJ ,Highway / Freeway,Unknown,Unknown,Yes,0.625717593,79.759,1,none,belted,m,52,unavail,0,,,,,
Tesla,Model 3,2017,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Seattle,WA ,Highway / Freeway,Dark - Lighted,SUV,Yes,0.18056713,130.888,1,airbag,none,f,23,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Marshall,VA ,Highway / Freeway,"Other, see Narrative","Other, see Narrative",Yes,12:54:01,768.71,1,airbag,belted,m,25,deploy,1,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Pinole,CA ,Highway / Freeway,Unknown,Unknown,Yes,49:134:1,81.9,1,airbag,belted,f,71,deploy,1,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Kansas City,MO ,Street,Daylight,Unknown,Yes,0.276400463,12.383,1,none,none,f,42,unavail,0,,,,,
Tesla,Model Y,2022,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Altamonte Springs,FL ,Highway / Freeway,Unknown,Unknown,Yes,12:10:01,39.062,0,airbag,belted,m,50,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Santa Clarita,CA ,Highway / Freeway,"Other, see Narrative",Other Fixed Object,Yes,0.621539352,179.738,0,airbag,belted,m,39,nodeploy,0,,,,,
Tesla,Model X,2018,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Lebec,CA ,Highway / Freeway,Unknown,Unknown,Yes,73:125:1,21.14,1,none,none,f,43,unavail,0,,,,,
Tesla,Model S,2016,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Seal Beach,CA ,Highway / Freeway,Unknown,Unknown,Yes,82:56:01,57.084,1,airbag,none,f,30,deploy,1,,,,,
Tesla,Model S,2016,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Los Angeles,CA ,Highway / Freeway,Unknown,Unknown,Yes,74:801:2,0,1,airbag,none,f,19,deploy,1,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Houston,TX ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,81:126:2,23.835,0,none,belted,m,31,unavail,0,,,,,
Tesla,Model 3,2020,pass,40-54,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Virginia Beach,VA ,Unknown,Unknown,Unknown,Yes,75:215:1,491.771,1,airbag,belted,m,30,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Antonio,TX ,Highway / Freeway,Unknown,Unknown,Yes,73:96:1,15.048,1,airbag,belted,f,78,deploy,1,,,,,
Tesla,Model 3,2020,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sugar Land,TX ,Unknown,Unknown,Unknown,Yes,02:55:02,29.877,1,airbag,belted,m,69,deploy,1,,,,,
Ford,Escape,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Ford Motor Company,,Paradise Valley,AZ ,Intersection,Daylight,Passenger Car,Yes,0.647928241,1510.206,1,none,belted,m,41,unavail,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Springettsbury Township,PA ,Highway / Freeway,Unknown,Unknown,Yes,81:16:03,1715.032,1,none,belted,m,78,unavail,0,,,,,
Tesla,Model 3,2022,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Brentwood,TN ,Unknown,Unknown,Unknown,Yes,43:239:2,339.962,1,airbag,belted,m,42,deploy,1,,,,,
Tesla,Model Y,2021,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Chandler,AZ ,Unknown,Unknown,Unknown,Yes,81:142:1,11.083,1,none,belted,m,49,unavail,0,,,,,
Tesla,Model S,2016,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Janesville,WI ,Unknown,Unknown,Unknown,Yes,02:31:01,41.855,1,airbag,belted,m,18,deploy,1,,,,,
Tesla,Model S,2015,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Hickory Hills,IL ,Unknown,Unknown,Unknown,Yes,73:39:01,24.166,0,none,none,f,29,unavail,0,,,,,
Tesla,Model Y,2021,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Marshall,VA ,Highway / Freeway,"Other, see Narrative",Unknown,Yes,49:270:1,10.579,0,airbag,belted,f,30,deploy,1,,,,,
